Kategoria,Nazwa,Cena obecna,Obnizka,#Indeks,Obraz,Rozmiary,Opis,Podsumowanie,Kolor,Aktywny,Regula podatkowa,Cana regularna przed obnizka,Wyprzedaz,Wyprzedaz od,Wyprzedaz do,Producent,Ilosc,Minimalna ilosc,Mala ilosc w magazynie,Powiadom gdy w magazynie mało,Utworzono,Magazyn,Dostepne,Pokaż cene,Tekst alternatywny,Tekst gdy na stanie,Pokaz cene
WSZYSTKIE BUTY,Sandały białe,320,100.0,   D03032-3436-002,"https://baldowski.b-cdn.net/9000-new_cart_photo/sandały-białe.jpg,https://baldowski.b-cdn.net/9002-new_cart_photo/sandały-białe.jpg",37,Sandały białe na 9-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., biały monogram,1,1,420.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały białe,Dostępne,1
CZÓŁENKA,Czółenka fioletowe,420,,   W00447-4298-007/D,"https://baldowski.b-cdn.net/9246-new_cart_photo/czolenka-fioletowe.jpg,https://baldowski.b-cdn.net/9248-new_cart_photo/czolenka-fioletowe.jpg",36,Czółenka na 9-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., fioletowy,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Czółenka fioletowe,Dostępne,1
WSZYSTKIE BUTY,Sandały niebieskie,320,100.0,   D03001-7633-003,"https://baldowski.b-cdn.net/8976-new_cart_photo/sandaly-niebieskie.jpg,https://baldowski.b-cdn.net/8978-new_cart_photo/sandaly-niebieskie.jpg","36,37,39",Sandały niebieskie na 7-centymetrowym obcasie. ,Wykonane ze skóry naturalnej oraz wysokogatunkowego materiału, niebieski,1,1,420.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały niebieskie,Dostępne,1
WSZYSTKIE BUTY,Sandały na szpilce zielone,390,100.0,   D02599-3436-006,"https://baldowski.b-cdn.net/8862-new_cart_photo/sandały-na-szpilce-zielone.jpg,https://baldowski.b-cdn.net/8864-new_cart_photo/sandały-na-szpilce-zielone.jpg",37,Sandały na szpilce na 9-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., zielone,1,1,490.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały na szpilce zielone,Dostępne,1
WSZYSTKIE BUTY,Sandały czarne,430,100.0,   D03115-7633-005,"https://baldowski.b-cdn.net/8814-new_cart_photo/sandaly-czarne.jpg,https://baldowski.b-cdn.net/8816-new_cart_photo/sandaly-czarne.jpg","36,37,39",Sandały czarne na 7-centymetrowym obcasie. ,Wykonane ze skóry naturalnej i zamszowej, czarny,1,1,530.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały czarne,Dostępne,1
WSZYSTKIE BUTY,Sandały na szpilce niebieskie,390,100.0,   D02599-3436-005,"https://baldowski.b-cdn.net/8782-new_cart_photo/sandały-na-szpilce-niebieskie.jpg,https://baldowski.b-cdn.net/8784-new_cart_photo/sandały-na-szpilce-niebieskie.jpg","36,38,39,40",Sandały na szpilce na 9-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., niebieskie,1,1,490.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały na szpilce niebieskie,Dostępne,1
CZÓŁENKA,Szpilki multicolor,380,100.0,   D00580-1451-247,"https://baldowski.b-cdn.net/8928-new_cart_photo/szpilki-multicolor.jpg,https://baldowski.b-cdn.net/8930-new_cart_photo/szpilki-multicolor.jpg","36,37,40,41",Szpilki multicolor 10-centymetrowym obcasie., wykonane ze skóry naturalnej., multicolor,1,1,480.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki multicolor,Dostępne,1
CZÓŁENKA,Szpilki multicolor,420,,   D00580-1451-235,"https://baldowski.b-cdn.net/8411-new_cart_photo/szpilki-multicolor.jpg,https://baldowski.b-cdn.net/8412-new_cart_photo/szpilki-multicolor.jpg","36,37,40",Szpilki multicolor 10-centymetrowym obcasie., wykonane ze skóry naturalnej., multicolor,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki multicolor,Dostępne,1
CZÓŁENKA,Szpilki czerwone,430,,   D00580-1451-264,"https://baldowski.b-cdn.net/9655-new_cart_photo/szpilki-czerwone.jpg,https://baldowski.b-cdn.net/9657-new_cart_photo/szpilki-czerwone.jpg","36,37,39",Czerwone buty na 10-centymetrowym obcasie., wykonane ze skóry naturalnej., czerwony,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki czerwone,Dostępne,1
CZÓŁENKA,Szpilki żółte,330,100.0,   D00580-1451-231,"https://baldowski.b-cdn.net/8391-new_cart_photo/szpilki-zolte.jpg,https://baldowski.b-cdn.net/8393-new_cart_photo/szpilki-zolte.jpg","39,40,41",Szpilki żółte na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., żółte,1,1,430.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki żółte,Dostępne,1
CZÓŁENKA,Szpilki w kolorze fuksji,510,,   D00580-1451-230/P,"https://baldowski.b-cdn.net/8384-new_cart_photo/szpilki-w-kolorze-fuksji.jpg,https://baldowski.b-cdn.net/8385-new_cart_photo/szpilki-w-kolorze-fuksji.jpg","35,36,37,38,39",Buty w kolorze fuksji na 10-centymetrowym obcasie., wykonane ze skóry naturalnej., fuksja,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki w kolorze fuksji,Dostępne,1
CZÓŁENKA,Czółenka zielone,490,,   D00580-1459-059,"https://baldowski.b-cdn.net/10707-new_cart_photo/czolenka-zielone.jpg,https://baldowski.b-cdn.net/10709-new_cart_photo/czolenka-zielone.jpg","36,39,40,41",Czółenka zielone na 10-centymetrowym obcasie., wykonane ze skóry naturalnej., zielony,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Czółenka zielone,Dostępne,1
CZÓŁENKA,Czółenka bordowe,490,,   D00580-1459-058,"https://baldowski.b-cdn.net/10328-new_cart_photo/czółenka-bordowe.jpg,https://baldowski.b-cdn.net/10330-new_cart_photo/czółenka-bordowe.jpg","36,40",Czółenka w kolorze bordowym  na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., bordowy,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Czółenka bordowe,Dostępne,1
BIUROWE,Czółenka cappuccino,330,100.0,   D03192-8118-002,"https://baldowski.b-cdn.net/9795-new_cart_photo/czolenka-cappuccino.jpg,https://baldowski.b-cdn.net/9797-new_cart_photo/czolenka-cappuccino.jpg",37,Czółenka cappuccino na 5-centymetrowym obcasie. ,Wykonane ze skóry naturalnej, cappuccino,1,1,430.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Czółenka cappuccino,Dostępne,1
BIUROWE,Czółenka granatowe,330,100.0,   D03192-8118-001,"https://baldowski.b-cdn.net/9787-new_cart_photo/czolenka-granatowe.jpg,https://baldowski.b-cdn.net/9789-new_cart_photo/czolenka-granatowe.jpg",,Czółenka granatowe  na 5-centymetrowym obcasie. ,Wykonane ze skóry naturalnej zamszowej., granat,1,1,430.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Czółenka granatowe,Dostępne,1
WSZYSTKIE BUTY,Klapki multicolor,490,100.0,   W00614-2835-002,"https://baldowski.b-cdn.net/9932-new_cart_photo/klapki-multicolor.jpg,https://baldowski.b-cdn.net/9934-new_cart_photo/klapki-multicolor.jpg","36,37,38",Klapki multicolor na 8-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., multicolor,1,1,590.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Klapki multicolor,Dostępne,1
WSZYSTKIE BUTY,Klapki czarne,420,100.0,   D03056-4330-005,"https://baldowski.b-cdn.net/9887-new_cart_photo/klapki-czarne.jpg,https://baldowski.b-cdn.net/9889-new_cart_photo/klapki-czarne.jpg","36,37,38,39,40","Klapki czarne na 7,5-centymetrowym obcasie. ",Wykonane ze skóry naturalnej., czarne,1,1,520.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Klapki czarne,Dostępne,1
WSZYSTKIE BUTY,Klapki oliwkowe,420,100.0,   D03056-4330-004,"https://baldowski.b-cdn.net/9879-new_cart_photo/klapki-oliwkowe.jpg,https://baldowski.b-cdn.net/9881-new_cart_photo/klapki-oliwkowe.jpg","37,39,40","Klapki oliwkowe na 7,5-centymetrowym obcasie. ",Wykonane ze skóry naturalnej., oliwkowy,1,1,520.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Klapki oliwkowe,Dostępne,1
WSZYSTKIE BUTY,Sandały czarne,390,100.0,   D03133-7633-002,"https://baldowski.b-cdn.net/9756-new_cart_photo/sandaly-czarne.jpg,https://baldowski.b-cdn.net/9757-new_cart_photo/sandaly-czarne.jpg",36,Sandały czarne na 7-centymetrowym obcasie. ,Wykonane ze skóry naturalnej i zamszowej, czarny,1,1,490.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały czarne,Dostępne,1
WSZYSTKIE BUTY,Sandały czarne,360,100.0,   D03107-4742-001,"https://baldowski.b-cdn.net/9747-new_cart_photo/sandaly-czarne.jpg,https://baldowski.b-cdn.net/9749-new_cart_photo/sandaly-czarne.jpg","37,38,39,41",Sandały czarne na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., czarne,1,1,460.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały czarne,Dostępne,1
WSZYSTKIE BUTY,Szpilki różowo-czarne,320,100.0,   D03065-3359-001,"https://baldowski.b-cdn.net/9715-new_cart_photo/szpilki-rozowo-czarne.jpg,https://baldowski.b-cdn.net/9717-new_cart_photo/szpilki-rozowo-czarne.jpg",37,Szpilki  na 7-centymetrowym obcasie. ,Wykonane ze skóry naturalnej i zamszowej., różowo-czarny,1,1,420.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki różowo-czarne,Dostępne,1
WSZYSTKIE BUTY,Sandały multicolor,320,100.0,   D03001-7633-004,"https://baldowski.b-cdn.net/9683-new_cart_photo/sandaly-multicolor.jpg,https://baldowski.b-cdn.net/9685-new_cart_photo/sandaly-multicolor.jpg","37,40",Sandały  na 7-centymetrowym obcasie. ,Wykonane ze skóry naturalnej oraz wysokogatunkowego materiału, multicolor,1,1,420.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały multicolor,Dostępne,1
WSZYSTKIE BUTY,Szpilki czerwone,420,,   D00580,"https://baldowski.b-cdn.net/7192-new_cart_photo/szpilki-czerwone.jpg,https://baldowski.b-cdn.net/7194-new_cart_photo/szpilki-czerwone.jpg","35,36,39,40,41",Czerwone buty na 10-centymetrowym obcasie., wykonane ze skóry naturalnej., czerwony,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki czerwone,Dostępne,1
BIUROWE,Buty płaskie w kolorze ecru,340,150.0,   W00507/8321/S03,"https://baldowski.b-cdn.net/3120-new_cart_photo/buty-plaskie-w-kolorze-ecru.jpg,https://baldowski.b-cdn.net/3122-new_cart_photo/buty-plaskie-w-kolorze-ecru.jpg",41,Buty w kolorze ecru na 2-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., ecru,1,1,490.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Buty płaskie w kolorze ecru,Dostępne,1
WSZYSTKIE BUTY,Szpilki czarne,490,,   D02598-1451-004,"https://baldowski.b-cdn.net/6953-new_cart_photo/szpilki-czarne.jpg,https://baldowski.b-cdn.net/6955-new_cart_photo/szpilki-czarne.jpg","40,41",Szpilki czarne na 10-centymetrowym obcasie.,Wykonane ze skóry naturalnej., czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki czarne,Dostępne,1
WSZYSTKIE BUTY,Sandały nude,300,150.0,   D02220-4400-006,"https://baldowski.b-cdn.net/6745-new_cart_photo/sandaly-nude.jpg,https://baldowski.b-cdn.net/6747-new_cart_photo/sandaly-nude.jpg",37,Sandały nude na 7-centymetrowym obcasie. ,Wykonane ze skóry naturalnej oraz z zamszowej., nude,1,1,450.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały nude,Dostępne,1
WSZYSTKIE BUTY,Sandały czarno-srebrne,380,100.0,   D02599-3436-003,"https://baldowski.b-cdn.net/6448-new_cart_photo/sandaly-czarno-srebrne.jpg,https://baldowski.b-cdn.net/6377-new_cart_photo/sandaly-czarno-srebrne.jpg","36,37,40",Sandały czarne w srebrne kropki na 9-centymetrowym obcasie. ,"Wykonane ze skóry naturalnej, zamszowej.", czarny,1,1,480.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały czarno-srebrne,Dostępne,1
WSZYSTKIE BUTY,Sandały beżowe,330,100.0,   D02599-3436-001,"https://baldowski.b-cdn.net/6450-new_cart_photo/sandaly-bezowe.jpg,https://baldowski.b-cdn.net/6452-new_cart_photo/sandaly-bezowe.jpg","36,41",Sandały beżowe w czerwone kropki na 9-centymetrowym obcasie. ,"Wykonane ze skóry naturalnej, zamszowej.", beżowy,1,1,430.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały beżowe,Dostępne,1
WSZYSTKIE BUTY,Sandały niebieskie,330,100.0,   D02599-3436-002,"https://baldowski.b-cdn.net/6596-new_cart_photo/sandaly-niebieskie.jpg,https://baldowski.b-cdn.net/6269-new_cart_photo/sandaly-niebieskie.jpg",41,Sandały niebieskie w białe kropki na 9-centymetrowym obcasie. ,Wykonane ze skóry naturalnej i zamszowej., niebieskie,1,1,430.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały niebieskie,Dostępne,1
WSZYSTKIE BUTY,Szpilki kaszmirowe,290,150.0,   D02498-1451-002,"https://baldowski.b-cdn.net/6021-new_cart_photo/szpilki-kaszmirowe.jpg,https://baldowski.b-cdn.net/6484-new_cart_photo/szpilki-kaszmirowe.jpg","40,41",Niebieskie buty na 10-centymetrowym obcasie., wykonane ze skóry naturalnej., kaszmirowy,1,1,440.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki kaszmirowe,Dostępne,1
WSZYSTKIE BUTY,Szpilki w kolorze camel,430,,   D02598-1451-001,"https://baldowski.b-cdn.net/6553-new_cart_photo/szpilki-w-kolorze-camel.jpg,https://baldowski.b-cdn.net/6554-new_cart_photo/szpilki-w-kolorze-camel.jpg","40,41",Szpilki w kolorze camel na 10-centymetrowym obcasie.,Wykonane ze skóry naturalnej., camel,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki w kolorze camel,Dostępne,1
WSZYSTKIE BUTY,Botki czarne,470,100.0,   D02103-E803-013/ 1451-021,"https://baldowski.b-cdn.net/4171-new_cart_photo/botki-czarne.jpg,https://baldowski.b-cdn.net/4172-new_cart_photo/botki-czarne.jpg","36,37,40",Czarne buty na 10-centymetrowym obcasie., wykonane ze skóry naturalnej., czarny,1,1,570.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Botki czarne,Dostępne,1
WSZYSTKIE BUTY,Botki w kolorze camel,420,100.0,   D02103-E803-019 (D02103-1451-022,"https://baldowski.b-cdn.net/4967-new_cart_photo/botki-w-kolorze-camel.jpg,https://baldowski.b-cdn.net/4968-new_cart_photo/botki-w-kolorze-camel.jpg","35,40",Buty w kolorze camel na 10-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., camel,1,1,520.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Botki w kolorze camel,Dostępne,1
BOUTIQUE ŚLUBNY ,Sandały różowe,390,100.0,   D03133-7633-003,"https://baldowski.b-cdn.net/8912-new_cart_photo/sandaly-rozowe.jpg,https://baldowski.b-cdn.net/8914-new_cart_photo/sandaly-rozowe.jpg",36,Sandały różowe na 7-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., różowy,1,1,490.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały różowe,Dostępne,1
WSZYSTKIE BUTY,Sandały czarne,500,,   D03054-3436-008/p2,"https://baldowski.b-cdn.net/10469-new_cart_photo/sandaly-czarne.jpg,https://baldowski.b-cdn.net/10471-new_cart_photo/sandaly-czarne.jpg","35,36,37,39,40",Sandały czarne na 9-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., czarny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały czarne,Dostępne,1
BOUTIQUE ŚLUBNY ,Sandały beżowe,430,100.0,   D03133-7633-004,"https://baldowski.b-cdn.net/9065-new_cart_photo/sandaly-bezowe.jpg,https://baldowski.b-cdn.net/9067-new_cart_photo/sandaly-bezowe.jpg","36,37",Sandały beżowe na 7-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., beżowy,1,1,530.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały beżowe,Dostępne,1
BOUTIQUE ŚLUBNY ,Sandały beżowe,430,100.0,   D03115-7633-004,"https://baldowski.b-cdn.net/9049-new_cart_photo/sandaly-bezowe.jpg,https://baldowski.b-cdn.net/9051-new_cart_photo/sandaly-bezowe.jpg","36,37,39",Sandały beżowe na 7-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., beżowy,1,1,530.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały beżowe,Dostępne,1
BOUTIQUE ŚLUBNY ,Sandały różowe,360,100.0,   D03115-7633-006,"https://baldowski.b-cdn.net/9057-new_cart_photo/sandaly-rozowe.jpg,https://baldowski.b-cdn.net/9059-new_cart_photo/sandaly-rozowe.jpg","37,40",Sandały różowe na 7-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., różowy,1,1,460.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały różowe,Dostępne,1
BOUTIQUE ŚLUBNY ,Sandały srebrne,550,,   D03091-7633-001,"https://baldowski.b-cdn.net/9033-new_cart_photo/sandały-srebrne.jpg,https://baldowski.b-cdn.net/9035-new_cart_photo/sandały-srebrne.jpg","37,40",Srebrne sandały na 7-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., srebrny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały srebrne,Dostępne,1
BOUTIQUE ŚLUBNY ,Sandały beżowe,330,100.0,   D03091-7633-002,"https://baldowski.b-cdn.net/9041-new_cart_photo/sandały-beżowe.jpg,https://baldowski.b-cdn.net/9043-new_cart_photo/sandały-beżowe.jpg","37,38,39",Sandały beżowe na 7-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., beżowy,1,1,430.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały beżowe,Dostępne,1
BOUTIQUE ŚLUBNY ,Czółenka złote,520,,   D03193-7633-002,"https://baldowski.b-cdn.net/9907-new_cart_photo/czolenka-zlote.jpg,https://baldowski.b-cdn.net/9909-new_cart_photo/czolenka-zlote.jpg","36,37,39,40",Czółenka złote na 7-centymetrowym obcasie.,Wykonane ze skóry naturalnej., złoty,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Czółenka złote,Dostępne,1
BOUTIQUE ŚLUBNY ,Czółenka beżowe,520,,   D03193-7633-001,"https://baldowski.b-cdn.net/10262-new_cart_photo/czolenka-bezowe.jpg,https://baldowski.b-cdn.net/10264-new_cart_photo/czolenka-bezowe.jpg","36,38,40",Czółenka beżowe na 7-centymetrowym obcasie.,Wykonane ze skóry naturalnej., beżowy,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Czółenka beżowe,Dostępne,1
BOUTIQUE ŚLUBNY ,Szpilki różowe,450,,   D03184-3359-004,"https://baldowski.b-cdn.net/10496-new_cart_photo/szpilki-rozowe.jpg,https://baldowski.b-cdn.net/10498-new_cart_photo/szpilki-rozowe.jpg","36,37,38,39,40",Szpilki różowe na 7-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., różowy,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki różowe,Dostępne,1
BOUTIQUE ŚLUBNY ,Sandały nude,490,,   D03054-3436-011,"https://baldowski.b-cdn.net/10063-new_cart_photo/sandaly-nude.jpg,https://baldowski.b-cdn.net/10065-new_cart_photo/sandaly-nude.jpg","36,37,38",Sandały w kolorze nude na 9-centymetrowym obcasie.,Wykonane ze skóry naturalnej., nude,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały nude,Dostępne,1
BOUTIQUE ŚLUBNY ,Sandały srebrne,490,,   D03054-3436-013,"https://baldowski.b-cdn.net/10071-new_cart_photo/sandały-srebrne.jpg,https://baldowski.b-cdn.net/10073-new_cart_photo/sandały-srebrne.jpg","35,38,39",Srebrne buty na 9-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., srebrny,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały srebrne,Dostępne,1
BOUTIQUE ŚLUBNY ,Sandały na szpilce beżowe,490,,   D03054-3436-017,"https://baldowski.b-cdn.net/9839-new_cart_photo/sandaly-na-szpilce-bezowe.jpg,https://baldowski.b-cdn.net/9841-new_cart_photo/sandaly-na-szpilce-bezowe.jpg","35,36,39,40",Sandały na szpilce na 9-centymetrowym obcasie.,Wykonane ze skóry naturalnej., beżowy,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały na szpilce beżowe,Dostępne,1
BOUTIQUE ŚLUBNY ,Sandały na szpilce różowe,430,,   D03167-3436-005,"https://baldowski.b-cdn.net/8887-new_cart_photo/sandały-na-szpilce-różowe.jpg,https://baldowski.b-cdn.net/8889-new_cart_photo/sandały-na-szpilce-różowe.jpg","36,39",Sandały na szpilce na 9-centymetrowym obcasie.,Wykonane ze skóry naturalnej., różowy,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały na szpilce różowe,Dostępne,1
BOUTIQUE ŚLUBNY ,Sandały beżowe,500,,   D02599-3436-004,"https://baldowski.b-cdn.net/8605-new_cart_photo/sandaly-bezowe.jpg,https://baldowski.b-cdn.net/8607-new_cart_photo/sandaly-bezowe.jpg","37,38,39,40",Sandały beżowe na 9-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., beżowy,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały beżowe,Dostępne,1
BOUTIQUE ŚLUBNY ,Szpilki różowe,350,100.0,   D03184-3359-002,"https://baldowski.b-cdn.net/8757-new_cart_photo/szpilki-różowe.jpg,https://baldowski.b-cdn.net/8759-new_cart_photo/szpilki-różowe.jpg","36,37,38,40",Szpilki różowe na 7-centymetrowym obcasie. ,Wykonane ze skóry naturalnej i zamszowej., różowy,1,1,450.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki różowe,Dostępne,1
BOUTIQUE ŚLUBNY ,Szpilki beżowe,500,,   D03187-3359-001,"https://baldowski.b-cdn.net/9899-new_cart_photo/szpilki-bezowe.jpg,https://baldowski.b-cdn.net/9901-new_cart_photo/szpilki-bezowe.jpg","37,38,39",Szpili beżowe na 7-centymetrowym obcasie., wykonane ze skóry naturalnej., beżowy,1,1,,0,,,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Szpilki beżowe,Dostępne,1
WSZYSTKIE BUTY,Sandały w kolorze nude,320,100.0,   D03032-3436-001,"https://baldowski.b-cdn.net/8992-new_cart_photo/sandaly-w-kolorze-nude.jpg,https://baldowski.b-cdn.net/8994-new_cart_photo/sandaly-w-kolorze-nude.jpg","36,37",Sandały w kolorze nude na 9-centymetrowym obcasie.,Wykonane ze skóry naturalnej., nude,1,1,420.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Sandały w kolorze nude,Dostępne,1
WSZYSTKIE BUTY,Botki oliwkowe,540,100.0,   D02747-1451-004,"https://baldowski.b-cdn.net/7776-new_cart_photo/botki-oliwkowe.jpg,https://baldowski.b-cdn.net/7777-new_cart_photo/botki-oliwkowe.jpg","37,40",Botki oliwkowe na 10-centymetrowym obcasie.,Wykonane ze skóry naturalnej zamszowej., oliwkowy,1,1,640.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Botki oliwkowe,Dostępne,1
WSZYSTKIE BUTY,Botki czarne,540,100.0,   D02747-1451-001,"https://baldowski.b-cdn.net/7760-new_cart_photo/botki-czarne.jpg,https://baldowski.b-cdn.net/7762-new_cart_photo/botki-czarne.jpg",40,Botki czarne na 10-centymetrowym obcasie.,Wykonane ze skóry naturalnej zamszowej., czarny,1,1,640.00,1,2020-11-01,2021-06-01,Bałdowski,50,1,4,1,2020-09-01,Glówny magazyn,1,1,Botki czarne,Dostępne,1
